"RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","Class"
0.989171738,73,3,3.613269892,3782,15,0,9,0,0,"1"
0,53,0,0.342614076,9050,15,0,4,0,1,"1"
0.950703407,44,1,0.238319962,2118,7,3,0,0,2,"1"
0,33,1,0.096725819,4000,8,0,0,1,0,"1"
1.036720596,40,1,0.256956372,2910,8,0,0,0,3,"1"
0.537333041,54,0,0.048878027,4500,6,1,0,0,1,"1"
0.9999999,23,0,0,NA,0,1,0,0,NA,"1"
0.997818578,25,0,2637,NA,10,0,1,0,1,"1"
0.9999999,58,0,0.135549872,2736,1,0,0,0,0,"1"
1.142233313,42,3,0.322568243,2600,5,1,0,0,1,"1"
0.449908182,29,1,0.262918796,1760,3,0,0,0,0,"1"
0.985841133,49,4,1.349089921,3680,16,1,1,0,0,"1"
0.530995867,65,0,0.089475989,6850,3,0,0,0,0,"1"
0.9999999,33,0,0.0019995,4000,0,0,0,0,0,"1"
0.009579342,44,1,0.38035992,4500,4,5,0,0,5,"1"
0.9999999,46,1,1806,NA,1,1,1,0,0,"1"
0.922269433,42,1,0.174403005,3726,3,0,0,0,4,"1"
0,33,1,0.130345031,3390,2,0,0,1,0,"1"
0.573474592,58,0,0.645287865,14016,33,0,3,0,0,"1"
1.108698757,45,2,3230,NA,6,0,1,1,0,"1"
0.40515552,52,0,0.348275287,6000,7,0,2,1,0,"1"
0.656631807,49,0,0.394483025,5183,24,0,0,0,0,"1"
0.753522194,38,0,0.130059191,6250,8,0,0,1,3,"1"
0.05653972,84,0,0.577059121,1978,9,0,1,0,0,"1"
1.101796407,37,1,0.107578484,5000,5,1,0,1,3,"1"
0.398858223,39,0,0.492084653,6000,8,0,2,0,2,"1"
0.823294176,24,2,0.200874727,3200,5,2,0,0,2,"1"
0.955200471,44,0,2277,NA,10,0,1,0,0,"1"
0.993200907,59,0,0.404798934,4500,5,1,1,0,0,"1"
0.103863814,34,1,0.499107462,2800,11,0,1,0,4,"1"
1.044510386,58,2,576,NA,12,0,0,0,0,"1"
0.9999999,65,1,597,NA,1,1,0,0,0,"1"
0.419983268,71,1,0.375204508,5500,12,1,2,0,0,"1"
0.801996645,40,1,0.92348285,5305,13,0,2,0,2,"1"
0.468446487,52,0,0.516177416,4666,13,0,1,0,0,"1"
0.705224633,39,0,0.176735306,7332,6,0,0,0,2,"1"
0.409731046,52,2,0.702308455,7060,15,0,2,0,4,"1"
0.627355687,54,3,0.684909839,3160,11,0,1,1,0,"1"
0.986710963,35,0,98,NA,3,0,0,0,0,"1"
0.90319163,61,3,1577,NA,7,1,0,0,NA,"1"
0.291765134,56,3,0.392173763,5800,13,0,2,1,0,"1"
0.042990557,60,0,1707,NA,8,1,1,0,0,"1"
0.9999999,50,0,0.31934033,2000,2,3,0,0,0,"1"
0.9999999,28,0,50,NA,0,0,0,2,1,"1"
0.845686173,52,1,0.257958673,25600,9,0,3,0,0,"1"
0.831460674,30,4,0.160946351,3000,9,3,0,1,0,"1"
1.010221087,40,5,1.401561145,2305,8,0,2,0,0,"1"
0.9999999,55,2,0.012121212,2639,0,1,0,0,1,"1"
0.476509863,42,0,0.705696619,7600,14,0,2,0,1,"1"
0.691191312,44,0,0.72510332,7500,20,0,4,0,5,"1"
0.026211443,53,0,0.24203291,4800,12,0,1,0,1,"1"
0.619557459,24,0,0.009024644,2880,1,0,0,0,0,"1"
0.95640327,41,3,1.129100158,5700,8,0,2,1,2,"1"
0.77108063,46,0,0.905427783,5434,19,0,1,0,1,"1"
0.877790834,62,0,902,NA,5,3,1,1,0,"1"
0.681821212,45,0,0.44345701,4500,5,0,1,0,0,"1"
0.428899821,39,4,1357,NA,8,1,0,0,0,"1"
0.467536126,40,0,0.388768539,6000,8,0,2,0,0,"1"
0.236771519,26,0,40,NA,1,0,0,1,0,"1"
0.471283185,43,1,0.789190401,8917,10,0,3,0,2,"1"
0.779295208,51,2,0.188103781,7245,7,1,0,1,3,"1"
0.9999999,46,1,0.350857401,4431,3,1,1,1,2,"1"
0.105863138,63,0,0.146549622,4100,9,0,0,0,0,"1"
0.021141945,50,0,4161,NA,9,0,1,0,0,"1"
0.629617033,46,5,0.408518296,5000,13,1,2,0,0,"1"
0.439440927,57,0,0.797506739,5935,15,0,2,0,0,"1"
0,27,1,0.179410295,2000,5,0,0,1,0,"1"
0.058415888,38,0,0.636022775,7200,13,0,1,0,2,"1"
0.025153343,89,0,0.001679866,8333,3,0,0,0,0,"1"
0.9999999,42,98,0,3830,0,98,0,98,0,"1"
1.009080706,46,3,0.502532658,3750,5,0,0,0,4,"1"
0.967074033,54,0,709,NA,5,2,0,0,0,"1"
0.733726627,56,2,1.499583403,6000,11,0,4,0,3,"1"
0.9999999,44,1,794,NA,6,1,0,0,4,"1"
0.775930356,31,0,5971,NA,12,0,3,0,0,"1"
0.86035692,41,1,1863,NA,6,5,2,1,0,"1"
0.118782555,33,1,0.255807116,3400,8,0,0,2,0,"1"
0.9999999,51,0,0.004142265,7000,1,0,0,1,0,"1"
0.971161154,39,1,0.455424096,6000,4,0,2,0,2,"1"
0.024654996,51,3,5200,0,22,0,2,0,0,"1"
1.136212625,37,0,0.062298108,2166,3,1,0,0,1,"1"
0.288098603,47,0,0.144079602,5024,9,0,0,0,2,"1"
0.962258161,63,0,0.383144318,17987,19,0,3,0,1,"1"
0.685563177,50,0,0.324670132,2500,4,0,0,1,4,"1"
0.008047758,61,1,0.272386789,2936,9,0,1,0,1,"1"
0.632801363,63,1,1.272959777,4300,21,0,2,1,0,"1"
0.998901099,27,1,0.272680677,1950,2,1,0,0,0,"1"
0.107407448,56,0,0.446539533,9333,22,0,1,0,2,"1"
0.327345309,37,0,0.156516997,5500,7,0,0,0,3,"1"
2.138576779,68,1,0.03724069,4000,2,0,0,1,0,"1"
1.009462759,30,2,0.570130264,3300,11,5,0,2,4,"1"
0.110755698,70,2,0.237712022,8076,10,0,1,0,1,"1"
0.9999999,30,0,0.185120094,1706,0,4,0,0,3,"1"
0.001739093,53,1,0.079968013,2500,10,0,0,0,3,"1"
0.005972812,53,0,0.223347082,8000,25,0,2,0,0,"1"
1.135176651,51,0,909,NA,7,0,1,1,0,"1"
0.994562357,31,1,0.486918847,6000,5,1,1,2,1,"1"
0.009318502,79,1,0.002957996,10141,11,1,0,0,0,"1"
1.594810379,30,0,0.114573253,5166,4,5,0,0,0,"1"
1.090670171,43,0,0.097787436,5061,2,0,0,1,4,"1"
0.629805975,51,4,0.581629944,3766,9,0,2,0,2,"1"
0.641769724,35,0,0.66012045,3818,13,0,2,0,2,"1"
0.889493497,55,2,0.67992689,9300,15,0,2,0,0,"1"
0.9999999,34,1,0.749765698,3200,7,0,2,0,2,"1"
0.9999999,47,1,1251,0,3,0,1,2,0,"1"
0.365023081,39,0,0.727171077,8048,21,0,2,0,2,"1"
0.519846489,54,1,0.383261674,10000,13,0,1,0,0,"1"
0.619802873,56,3,0.906182303,6000,16,0,3,0,1,"1"
0.569051581,23,0,10,NA,1,0,0,0,0,"1"
0.112147096,58,1,2392,NA,23,0,4,0,NA,"1"
0.9999999,37,1,281,NA,1,0,0,0,0,"1"
0.132347594,41,0,0.303194958,4600,7,0,0,0,1,"1"
0.954447599,54,1,1.462021343,3185,13,1,2,0,0,"1"
0.706922397,82,2,0.703231152,6034,16,0,2,0,1,"1"
0.810698217,54,0,0.045063928,4770,1,0,0,0,3,"1"
0.99160112,32,0,0.234423408,2904,8,0,0,0,0,"1"
0.748654881,30,2,0.17694102,3000,6,3,0,0,0,"1"
1.301199467,30,1,0.424127972,4500,9,1,1,0,2,"1"
0.9999999,40,3,0.6109507,9350,9,0,4,0,1,"1"
0.9999999,51,0,1024,NA,3,1,1,0,0,"1"
0.016449589,79,0,0.055028095,5160,5,0,0,1,0,"1"
0.844165119,35,0,0.552274541,2505,4,1,0,0,2,"1"
0.069450152,70,1,0.43294957,12333,14,3,3,0,0,"1"
0.668992809,28,0,0.412044751,4200,9,0,1,0,0,"1"
0.251348728,42,2,0.220182545,9750,17,2,1,1,1,"1"
0.678054878,43,1,0.146118721,4598,8,0,0,1,0,"1"
0.9999999,51,1,0.58696105,4800,3,1,2,0,0,"1"
0.029735965,64,2,0.171122995,4300,11,0,0,0,0,"1"
0.927563604,42,0,0.309918222,9537,7,0,2,0,2,"1"
0.972781558,41,1,5.219269103,300,4,1,0,0,0,"1"
0.888712953,59,5,3252,NA,12,1,2,0,0,"1"
0.039551451,60,0,1292,NA,15,0,3,0,NA,"1"
0.943521595,51,2,0.462677725,3375,3,1,0,1,0,"1"
0.9999999,21,98,0,NA,0,98,0,98,0,"1"
0.9999999,64,1,1560,NA,3,3,0,2,0,"1"
0.322643631,44,2,0.057744028,6320,7,0,0,0,1,"1"
0.434745251,49,1,1.107111693,4583,36,0,2,0,0,"1"
0.459109229,55,0,1293,NA,7,0,0,0,0,"1"
0.9999999,29,0,0.869278169,2271,4,1,1,1,1,"1"
0.852115073,59,3,0.969076719,6790,19,6,2,1,0,"1"
0.799640072,48,4,0.215556779,5450,8,0,2,2,3,"1"
0.9999999,22,0,0.234853217,1600,1,0,0,0,0,"1"
0.683804627,49,5,2.281025641,2924,9,0,3,2,0,"1"
0.26311235,48,0,0.397867378,3000,7,0,1,0,1,"1"
1.201451906,57,2,1906,NA,9,4,1,1,0,"1"
0.903346055,43,0,0.433243177,4066,10,0,0,0,2,"1"
0.406654055,55,1,4239,NA,12,0,2,1,0,"1"
0.273012729,51,0,0.435100548,5469,10,1,1,1,0,"1"
0.9999999,42,0,1928,NA,3,1,1,0,0,"1"
0.877499867,62,0,0.554985139,3700,7,0,1,0,1,"1"
0.978556747,42,0,0.214506453,5500,7,0,0,0,3,"1"
0.567829174,82,0,0.47631397,5783,12,0,1,0,0,"1"
0.53122398,24,1,0.226988755,2400,4,4,0,1,0,"1"
0.9999999,34,0,0,4506,0,1,0,0,0,"1"
0.202263262,43,2,0.445610227,8291,7,0,2,0,1,"1"
0,54,0,3604,NA,7,0,1,0,0,"1"
0.263669155,43,0,0.356127679,8583,7,0,3,0,0,"1"
0.989608522,60,1,0.595625872,2148,6,0,1,0,0,"1"
0.827592968,51,0,0.322573703,9293,12,0,1,0,5,"1"
0.915582442,70,0,0.75788761,7384,18,0,3,0,0,"1"
0.889311069,57,0,0.273562537,6747,5,1,1,0,1,"1"
0.9999999,31,0,1561,NA,2,3,1,1,2,"1"
0.445925679,31,0,0.009140982,8532,6,0,0,1,2,"1"
0.570268582,43,1,0.127212845,2428,9,1,0,0,1,"1"
0.619591259,76,0,0.39610065,6000,12,0,1,1,2,"1"
1.066021266,39,3,0.414672509,8900,10,0,2,2,3,"1"
0.549686229,43,1,0.026459561,9334,6,0,0,1,0,"1"
0.272048377,54,1,6635,NA,10,0,6,0,0,"1"
2.24262607,41,0,170,NA,3,1,0,2,0,"1"
0.246424187,53,1,0.588601267,9000,17,0,3,1,1,"1"
0.9999999,24,98,0,NA,0,98,0,98,0,"1"
0.9999999,48,0,0.030780923,5262,1,3,0,0,0,"1"
0.078897861,48,3,1.152090428,13800,13,0,6,0,2,"1"
0.647252767,38,1,0.455087889,6200,13,0,1,0,0,"1"
0.018807495,49,4,0.310032092,7166,11,0,2,2,2,"1"
0,28,2,0.314166032,2625,6,1,0,0,0,"1"
0.108528641,48,0,0.357389566,5500,15,0,2,0,0,"1"
0.692730039,54,0,0.616071429,4367,15,0,2,0,2,"1"
0.068226873,82,1,543,NA,12,0,1,0,1,"1"
0.010889665,37,0,0.286315199,3565,4,0,1,0,2,"1"
0.61461794,31,0,140,NA,1,0,0,0,1,"1"
0.9999999,23,0,0.016348774,1100,0,0,0,1,0,"1"
0.186553064,50,0,548,NA,11,0,0,1,0,"1"
0.9999999,21,98,0,2300,0,98,0,98,0,"1"
0.928997937,49,4,0.406358238,8083,9,1,2,0,0,"1"
1.02247191,61,1,0.1223659,8351,5,0,0,1,0,"1"
0.019192323,34,3,0.177789787,3700,6,3,0,0,0,"1"
0.958027981,29,3,0.26691103,3000,8,0,0,2,0,"1"
0.974471631,38,0,0.264493362,5950,6,0,0,0,0,"1"
0.701195219,34,1,0.059443394,3700,3,3,0,0,3,"1"
0.386547691,60,0,6827,NA,19,0,4,0,0,"1"
0.065658687,65,1,2365,NA,7,0,2,0,1,"1"
0.934410132,46,0,1.325593761,5641,10,0,3,0,4,"1"
0.123306775,51,0,1.275601189,3700,13,0,1,0,1,"1"
0.84193501,48,3,1.409585416,3400,13,0,2,2,3,"1"
0.194447712,31,1,0.01774308,2817,2,1,0,3,0,"1"
0.9999999,48,1,0.173971498,3718,1,1,0,1,2,"1"
0.490075496,26,0,0.548824593,1105,4,0,0,0,0,"1"
0.9999999,70,0,0,2300,1,0,0,0,0,"1"
0.035458478,33,3,0.296351824,2000,10,0,0,1,0,"1"
0.474305505,40,0,0.320607713,7700,10,0,1,0,2,"1"
0,48,2,0.49770046,5000,4,3,2,1,0,"1"
1.016348774,36,0,0.143268539,4166,13,0,0,0,1,"1"
0.9999999,59,1,0.02610386,3600,0,2,0,0,0,"1"
0.999001996,26,0,266,0,6,1,0,0,0,"1"
0.068908696,46,1,2830,NA,5,0,2,0,0,"1"
0,60,2,1.043297252,1200,7,3,0,1,0,"1"
0,52,4,1364,NA,7,1,0,2,1,"1"
0.863136863,51,0,0.149306675,3100,3,0,0,0,0,"1"
0.9999999,59,0,0,NA,0,0,0,0,0,"1"
0.044924262,42,1,1.032312388,9500,9,0,6,0,3,"1"
0.114582597,34,0,0.568368672,4621,7,0,1,0,0,"1"
0.503612187,46,1,0.168383162,10000,7,1,1,1,3,"1"
1.0335481,58,0,0.475110764,7673,10,1,2,0,0,"1"
0.216117413,66,0,0.517122103,2890,12,0,1,0,2,"1"
0.9999999,43,1,2887,NA,5,0,1,0,0,"1"
0,42,1,0.232368817,11300,4,0,1,2,2,"1"
0.106627216,35,0,0.384661534,10000,7,0,2,0,2,"1"
0.969048959,38,0,0.553968254,5669,8,0,2,0,2,"1"
0,40,0,1.990001666,6000,13,0,8,0,0,"1"
0.917356663,39,0,1.197710718,1921,3,1,1,1,4,"1"
0.659990718,49,1,0.337325995,9266,8,0,1,0,5,"1"
0.793465739,43,2,0.29135188,11250,9,0,2,0,2,"1"
0.590288807,46,3,0.806771849,5640,13,0,2,2,2,"1"
0.852887166,32,1,0.519610231,8209,11,0,2,0,1,"1"
0.627364386,40,2,0.242951128,2127,6,0,0,0,1,"1"
0.9999999,30,0,0.623994484,4350,9,2,1,4,0,"1"
0.918944793,26,1,313,NA,7,0,0,2,0,"1"
1.023147514,59,5,0.55824218,5210,7,1,1,2,1,"1"
0.753188556,25,1,0.42408377,2673,4,1,0,1,0,"1"
1.025392307,43,0,0.360077099,8300,13,1,1,0,2,"1"
0.967082559,49,0,0.520342834,9683,17,0,2,1,4,"1"
0.9999999,68,0,0,11500,0,2,0,1,1,"1"
0.649713362,34,0,0.371706526,7400,15,0,1,0,0,"1"
0.9999999,43,0,0.127343633,20000,3,0,1,1,0,"1"
0.399370769,64,0,0.883748517,5900,22,0,2,0,1,"1"
0.190952262,64,2,0.204799675,4916,13,0,1,0,0,"1"
1.000234067,46,1,0.901263713,7200,12,0,2,0,1,"1"
0.977617906,25,0,0.217854763,1500,7,2,0,2,0,"1"
1.817553388,39,2,0.050616569,22462,13,0,0,0,0,"1"
0.9999999,62,0,0.100066269,3017,2,1,0,0,1,"1"
0.014621897,49,0,0.431399317,5859,14,1,3,1,0,"1"
0.574745827,55,5,0.416329602,10630,10,0,2,0,5,"1"
0.809174093,63,1,1.119220195,4000,13,0,2,0,1,"1"
0.888807608,33,1,0.450129686,4240,5,0,1,0,2,"1"
0.991140524,41,2,0.807936989,3300,8,0,2,0,2,"1"
0.9999999,53,1,0.046651116,3000,0,1,0,0,3,"1"
0.919114365,30,2,0.528988405,2500,5,0,1,0,0,"1"
0.937503125,43,4,0.437582563,12111,15,0,4,0,2,"1"
0.038354504,57,0,0.327423168,4229,12,0,1,0,1,"1"
0.9999999,29,0,0.219772143,2720,3,0,0,1,2,"1"
0.9999999,40,0,23,NA,0,1,0,0,0,"1"
0.998996488,55,7,0.817712318,5227,14,1,2,1,0,"1"
0.624961542,34,0,0.28320994,11750,11,0,2,0,2,"1"
0.309956153,66,0,1.00689862,3333,15,0,2,0,1,"1"
0.484648087,69,4,0.021958243,8333,7,3,1,1,0,"1"
0.9999999,60,0,0.231107557,2500,1,2,0,1,0,"1"
0.026524717,83,0,0.016183986,3521,7,0,0,0,0,"1"
0.842572062,49,1,0.646370726,3333,5,0,1,0,2,"1"
0.023429246,57,1,0.284153534,10342,19,0,1,0,1,"1"
0.930667359,35,1,706,NA,7,2,0,1,0,"1"
1.396226415,37,3,3506,NA,10,4,2,4,4,"1"
0.994637875,46,0,1.126213592,8960,9,0,4,0,0,"1"
0.9999999,64,6,967,NA,7,3,0,2,0,"1"
0.900273315,28,0,1967,NA,9,0,2,0,NA,"1"
0.9999999,49,0,0.012170385,3450,0,1,0,0,2,"1"
0.256522799,31,1,0.275976977,3300,4,0,0,2,2,"1"
0.682417083,40,2,0.212115347,5166,2,3,0,1,1,"1"
1.087091291,41,3,0.93760312,6666,12,0,3,0,0,"1"
0.319969871,34,2,1.353671148,2900,13,1,1,0,0,"1"
0.698706839,73,0,1745,NA,2,1,1,0,0,"1"
0.851905521,35,0,0.043021266,4090,1,0,0,0,3,"1"
0.143098514,88,4,0.13655814,10749,8,0,1,0,0,"1"
0.006364022,77,0,0.304231923,3000,22,0,1,0,0,"1"
0.813567903,27,0,0.078807242,2816,3,0,0,0,0,"1"
0.342729264,52,3,0.366497296,6100,7,1,2,0,1,"1"
0.284935753,58,2,0.035376434,53594,8,0,1,0,2,"1"
0.139011729,34,0,0.161655712,7150,7,0,1,2,0,"1"
0.245940556,70,2,263,NA,6,0,0,0,NA,"1"
0.442739059,61,0,797,NA,6,0,0,0,0,"1"
0.9999999,30,98,0,338,0,98,0,98,0,"1"
0.745925407,60,0,0.176672384,5246,9,2,1,0,0,"1"
0.993067591,55,1,1.054486378,4000,12,0,2,0,1,"1"
0.246529772,56,0,0.51465576,4400,8,1,2,0,0,"1"
0.473652635,45,0,1.196865818,1020,5,0,1,0,2,"1"
0.608595477,36,2,0.779354262,8950,20,0,3,0,2,"1"
0.933263574,31,1,0.171613479,4480,12,0,0,0,0,"1"
0.9999999,38,2,0.506845101,6500,8,0,2,0,2,"1"
0.578931421,91,0,0.297576194,4166,4,4,0,1,1,"1"
1.146596859,22,0,0.099785408,1863,6,1,0,0,0,"1"
0.728135932,27,0,0.617886179,1229,5,1,0,0,2,"1"
0.231927534,49,0,130,0,15,0,0,0,0,"1"
0.961456881,49,0,0.653884216,8083,12,0,2,0,1,"1"
0.167128745,48,0,2104,NA,9,0,1,0,0,"1"
0.941071872,34,0,1.082804046,4250,12,0,2,0,1,"1"
0.860645068,51,1,0.482352941,6034,18,0,2,0,0,"1"
0.9999999,45,1,0.133371385,5255,1,0,0,0,1,"1"
0.741597121,45,0,5257,NA,13,1,4,0,0,"1"
0.9999999,41,1,0.086842636,4962,2,2,0,0,2,"1"
0.758419326,45,4,0.350392992,16666,6,2,2,2,1,"1"
0.352001399,63,0,3985,NA,9,0,2,0,0,"1"
0.192645883,38,2,0.159473421,6000,7,1,0,0,3,"1"
0.247858661,38,2,0.460277008,9024,17,0,1,0,2,"1"
0,60,2,0.000384468,2600,4,0,0,0,0,"1"
0.636615201,56,2,0.609463585,9171,22,0,3,0,3,"1"
0.95034161,43,0,1306,NA,6,4,0,0,0,"1"
0.95286669,35,0,1.040843042,7638,16,0,3,0,1,"1"
0.958078039,37,4,0.582177228,8000,12,1,1,4,1,"1"
0.9999999,26,0,0.105526243,3600,2,1,0,0,0,"1"
1.014969718,41,0,0.739704118,2500,10,0,1,0,0,"1"
0.06782785,52,0,0.269722814,1875,5,0,2,0,0,"1"
0.896083133,23,0,0.04147926,2000,3,1,0,1,0,"1"
0.9999999,54,0,3035,NA,4,4,2,0,0,"1"
0.9999999,42,0,0.016558675,8333,1,1,0,0,4,"1"
0.729821063,33,0,0.169089518,2613,9,0,0,0,2,"1"
0.751977553,57,0,0.513997334,5250,16,0,1,0,0,"1"
0.972839736,37,0,0.21335751,3308,7,1,0,0,2,"1"
0.199440075,32,3,0.393615155,5700,5,1,2,0,4,"1"
0.9999999,31,0,0,NA,0,0,0,0,0,"1"
0.809177392,40,1,0.796228841,4666,7,0,2,0,3,"1"
0.624034125,56,0,1.259870065,2000,10,0,1,0,0,"1"
0.9999999,41,1,0.565311889,4600,1,5,0,0,1,"1"
0.72204872,37,4,0.235770751,5059,9,1,0,1,3,"1"
0.234988352,48,0,0.103203612,4650,10,0,0,0,1,"1"
0.0359964,36,0,0.037525908,9166,5,0,0,0,0,"1"
0.93624527,44,2,0.363120691,11458,12,1,1,0,3,"1"
0.911292924,72,1,0.398299079,5643,14,0,2,1,0,"1"
0.74093065,64,0,0.34990694,3760,9,0,1,0,3,"1"
0.9999999,41,0,0.868131868,1000,1,0,0,1,5,"1"
0.073896305,51,0,0.359477124,2600,4,0,2,0,1,"1"
0.95470151,55,0,0.315884206,13333,7,0,2,0,1,"1"
0.62296035,46,4,0.704227993,10666,18,0,13,0,1,"1"
0.275816123,37,1,0.131420639,2160,5,0,0,0,4,"1"
1.00888642,30,3,0.766695958,2275,8,0,2,0,2,"1"
0.874030129,74,2,0.602939706,10000,16,0,2,0,2,"1"
0.03719769,47,0,0.03975841,25000,11,0,1,0,3,"1"
0,47,0,0.493923951,5101,4,0,2,2,3,"1"
0.923257865,50,1,0.083954928,6300,4,2,0,1,0,"1"
0.9999999,42,0,0,4000,1,0,0,2,2,"1"
0.943449523,51,1,0.357767597,2400,3,0,0,0,0,"1"
0.9999999,42,1,0.110851506,3851,1,1,0,0,2,"1"
1.044090056,26,2,4.437810945,200,6,1,0,0,0,"1"
0.481291069,51,4,2611,NA,11,2,1,1,0,"1"
0.061226905,39,0,0.432293967,11320,14,0,5,0,5,"1"
0.9999999,28,0,79,NA,2,0,0,0,0,"1"
0.923692103,39,4,0.381605412,5468,8,0,1,0,3,"1"
0.752144448,28,0,0.333256723,4350,9,0,0,0,0,"1"
0,57,0,0.431113777,5000,13,0,2,0,0,"1"
0.01975177,57,0,0.136,8249,10,0,1,0,3,"1"
1.028938384,44,5,0.307182447,17500,7,2,1,4,2,"1"
1.093381324,47,2,1.444699403,2178,8,0,2,2,1,"1"
0.599618425,38,1,0.185762847,5000,10,0,0,1,1,"1"
0.926073926,64,3,0.638141809,4089,5,1,1,1,0,"1"
0.246941495,50,0,0.059129391,15000,11,0,0,1,0,"1"
0.947501989,49,3,0.952641549,4750,13,6,3,2,2,"1"
0.306552821,39,0,0.538162426,9000,5,0,2,0,0,"1"
0.9999999,35,0,0.044888798,4900,3,1,0,0,0,"1"
0.659767362,50,1,0.073704415,2604,6,3,0,2,4,"1"
0.542618434,27,0,0.1699485,3300,9,0,0,0,0,"1"
0.55746007,47,3,0.393866216,4140,9,0,2,0,2,"1"
0.449177433,41,1,0.462437396,9583,14,0,3,1,2,"1"
0.13455635,56,0,0.65489001,10500,22,0,2,0,1,"1"
0.773440744,45,0,0.807033781,2160,7,0,1,1,0,"1"
0.873127734,34,0,1.96310241,2655,11,0,0,0,2,"1"
0.592346914,39,2,1.125308744,6072,8,0,2,0,1,"1"
0.9999999,33,1,0.10756148,4350,1,0,0,0,2,"1"
1.054396374,32,3,0.490121317,5769,7,0,2,0,0,"1"
1.123505976,53,1,0.205621302,6083,10,0,0,0,0,"1"
0.340996125,56,0,0.320397907,19300,17,0,3,0,2,"1"
0.744203063,56,0,0.68304,6249,11,0,2,0,3,"1"
0.088119566,49,1,0.356298012,8200,18,0,2,0,0,"1"
0.885832798,38,0,1.391217565,500,9,0,0,0,2,"1"
0.748915299,53,2,1251,NA,6,2,1,0,0,"1"
1.030881017,29,4,0.450211457,2600,6,4,0,1,0,"1"
0.942072687,39,4,3033,NA,5,0,2,0,0,"1"
0.880288958,27,3,0.284583333,2399,8,1,0,2,0,"1"
0.718693752,54,1,0.626305265,4500,11,0,1,1,0,"1"
0.957264957,41,1,0.159694817,3800,3,0,0,0,3,"1"
1.325581395,28,0,0.063763608,4500,2,1,0,2,0,"1"
0.736716797,49,4,0.181509342,8241,5,0,0,1,1,"1"
0.006883704,44,1,0.220026896,9666,12,0,1,0,5,"1"
0.978174126,70,0,0.38700342,7601,11,0,1,1,0,"1"
0.694902359,38,1,0.382061794,10000,8,0,2,0,5,"1"
1.037439503,38,0,1097,NA,6,0,0,0,0,"1"
0.9999999,51,1,0.615943225,6058,8,0,2,1,0,"1"
0.995001136,37,0,0.321441843,2690,18,0,0,0,2,"1"
0.9999999,62,0,797,NA,2,0,1,0,0,"1"
0.177321468,52,0,0.651405115,3166,8,0,1,0,2,"1"
0.707533235,56,0,0.280726606,12000,6,0,1,0,3,"1"
0.914512237,44,2,0.496687229,4376,3,2,0,0,1,"1"
0.9999999,36,1,0.257020466,2100,6,0,0,0,1,"1"
0.613409415,49,0,0.31351461,4927,6,1,1,1,0,"1"
0.172375976,43,1,0.277226689,9576,8,0,1,0,2,"1"
0.868442964,62,0,0.171957011,4000,4,0,0,0,0,"1"
1.142952349,25,0,102,NA,1,0,0,0,0,"1"
0.547672616,57,0,0.337865941,6250,8,0,1,0,1,"1"
0.533716932,26,1,0.197786505,2800,5,0,0,0,0,"1"
0.9999999,43,0,0.779792055,3750,8,0,1,0,0,"1"
0.87234643,58,1,0.201180581,8300,14,1,0,0,4,"1"
0.803526787,58,4,0.362299662,6800,20,1,0,0,0,"1"
0,45,0,0.382853787,3405,13,0,0,0,3,"1"
0.9999999,23,0,0.287553648,1630,2,0,0,0,0,"1"
0.223555071,37,1,0.060750333,5250,6,0,0,0,0,"1"
1.01059788,30,5,0.992458005,2916,9,0,2,0,0,"1"
0.022141803,45,1,0.540429286,3400,8,0,1,0,2,"1"
0.741920484,27,0,0.070418512,7000,4,0,0,2,3,"1"
0.9999999,28,0,104,NA,2,1,0,0,0,"1"
1.029725869,57,1,1.022630835,9190,8,0,1,0,2,"1"
0.46525312,49,1,0.594604792,5300,10,1,1,0,3,"1"
0.737616366,34,1,0.276757072,3428,5,5,0,0,3,"1"
0.078122966,46,1,0.159613462,3000,7,0,0,0,0,"1"
0.9999999,38,0,299,NA,1,1,0,0,NA,"1"
0.9999999,67,2,706,NA,2,3,0,2,0,"1"
0.010654864,27,0,0.061651988,4200,3,0,0,0,0,"1"
0.063237546,38,0,0.491358377,7000,6,0,1,1,1,"1"
1.192101414,48,2,0.941223511,2500,13,1,1,0,2,"1"
0.688101697,40,1,0.340296053,12159,16,0,2,1,2,"1"
0.435085695,50,0,0.745512384,4400,13,0,1,0,2,"1"
0.022477318,45,0,1437,NA,8,0,1,0,2,"1"
0.92563818,41,3,0.220214432,8300,9,0,1,0,3,"1"
0.999333777,49,1,0.102389878,8535,5,0,1,0,0,"1"
0.936680738,41,0,496,NA,4,0,0,2,3,"1"
1.714285714,66,0,0.246854182,2701,1,0,0,0,0,"1"
0.301727992,61,2,0.550543024,3590,8,0,2,0,2,"1"
0.377623144,44,1,0.185881219,8300,5,0,1,0,2,"1"
0.790393013,34,2,0.392688308,3172,5,0,0,0,3,"1"
0.117168684,65,0,0.063942723,8100,11,0,0,0,3,"1"
0.802028282,45,1,0.35915493,5395,4,1,1,3,3,"1"
1.063699403,40,5,0.489853355,6750,4,0,2,0,2,"1"
0.99040096,45,0,2461,NA,3,1,1,0,0,"1"
